Date,All Commodity Price Index,Non-Fuel Price Index,Food and Beverage Price Index,Food Price Index,Beverage Price Index,Industrial Inputs Price Index,Agricultural Raw Materials Index,Metals Price Index,Fuel Energy Index
01-09-2010,150.3749141,164.7695466,159.5668253,157.3807924,179.7459392,170.0247191,125.4283763,202.2371833,141.9535547
01-10-2010,159.6011436,173.7416103,166.2089926,164.6382442,180.7084593,181.3501679,132.987544,216.2830614,151.32848
01-11-2010,165.005917,178.4880367,168.790053,167.0080938,185.2391919,188.2837905,140.7027232,222.6521564,157.1184093
01-12-2010,174.9592492,188.3495141,179.6779669,178.2807289,192.5757722,197.1084833,146.6122262,233.5825253,167.1254797
01-01-2011,182.3676347,197.873596,187.9868643,186.0661898,205.7164743,207.8600006,155.7761256,245.4807977,173.2961094
01-02-2011,190.2225619,205.0807624,194.7241915,191.8718123,221.0543015,215.5417428,159.2027674,256.2360491,181.5299991
01-03-2011,199.852422,201.7425938,190.5943316,187.1932508,221.9894675,213.0032469,169.7997587,244.2096358,198.746606
01-04-2011,210.3752917,206.6168623,196.2663802,194.0602661,216.6308627,217.0716926,171.3678414,250.0841233,212.5741032
01-05-2011,199.5094959,198.7610342,190.9159121,188.3170152,214.906145,206.6852467,161.305292,239.463723,199.9473719
01-06-2011,196.0942849,195.1464023,185.9575235,183.489725,208.737597,204.4279185,161.1188674,235.7105568,196.6488291
01-07-2011,199.1095632,196.016237,185.0034278,182.3000713,209.9579199,207.1400717,158.561066,242.2292603,200.9192663
01-08-2011,190.657713,192.3811519,186.299439,183.7802989,209.5534418,198.5241775,151.0300608,232.829738,189.6494415
01-09-2011,188.8038077,185.9923411,179.3124997,176.6211235,204.1564019,192.7395253,149.3192449,224.1025058,190.4486131
01-10-2011,182.9362358,172.2030608,168.8906984,166.6090596,189.952344,175.5488167,140.452858,200.8990416,189.2155155
01-11-2011,186.3999029,167.9125126,167.1877987,165.1077564,186.3885211,168.6445327,134.5448846,193.2751106,197.2156676
01-12-2011,184.1482832,165.1223685,164.3710631,162.9499208,177.489527,165.8812482,129.5701921,192.1091523,195.2791033
01-01-2012,188.4902515,169.3447322,166.1151801,164.8007935,178.248189,172.6068429,131.8575492,202.0405382,199.6910444
01-02-2012,195.9780294,174.3240264,170.9586381,170.3797166,176.3026216,177.7233427,137.0495021,207.1025373,208.6463723
01-03-2012,201.8298615,175.9399095,173.9512299,174.2693697,171.0145041,177.9486379,137.8348018,206.9233347,216.9763816
01-04-2012,197.5468414,175.1975457,173.6590184,174.4913243,165.9760617,176.7515836,139.7400463,203.4854534,210.6219547
01-05-2012,185.2181241,169.8064753,169.6115927,170.4506846,161.8659955,170.0033227,137.6991568,193.3370026,194.2344732
01-06-2012,170.0369951,165.8830591,168.3796205,169.2459624,160.3824804,163.3613285,132.4487757,185.6898299,172.4671918
01-07-2012,178.0983461,172.8131057,183.7919324,185.4831214,168.1806867,161.7235961,132.0575405,183.1517379,181.190395
01-08-2012,185.6854334,170.1277113,185.1384421,186.9201614,168.6915172,154.9656502,130.699427,172.4934293,194.7872406
01-09-2012,187.0950073,171.0546941,181.8276598,182.9030657,171.9006643,160.1731209,132.8355933,179.9193395,196.4791469
01-10-2012,183.276978,170.0452921,178.1008354,179.3392037,166.6695456,161.908537,132.1496631,183.4037225,191.0179733
01-11-2012,180.7399039,168.6721962,176.4438384,178.0394486,161.7148749,160.8222042,131.3345031,182.1215184,187.7999316
01-12-2012,182.5592736,172.4665243,177.3317533,179.4794302,157.5067013,167.5522466,132.6795115,192.7412345,188.463882
01-01-2013,187.5801917,176.0407719,178.5105979,181.0563469,155.0109692,173.5460463,133.6812466,202.3408613,194.3311527
01-02-2013,190.7423465,177.1690231,179.2907777,182.2760723,151.7337354,175.0258782,133.2712669,205.1857262,198.6832115
01-03-2013,183.717643,171.9047844,177.5057102,180.4945481,149.9159594,166.2473929,132.4823472,190.6362836,190.6285751
01-04-2013,179.0157147,169.7507355,177.1504271,180.1605132,149.3645359,162.276444,132.8303328,183.5457173,184.4360489
01-05-2013,179.4698423,170.8447857,181.6894134,185.117475,150.0452205,159.8908282,137.0381475,176.3975889,184.5157996
01-06-2013,179.1547127,169.4173379,181.0572797,185.3474033,141.4554541,157.6600481,141.0429174,169.6627976,184.8514148
01-07-2013,183.5164717,168.5769513,179.5094816,183.409773,143.5061686,157.5342049,136.5870135,172.6646082,192.2566094
01-08-2013,185.6437507,166.6340586,172.0477719,174.8864082,145.8445214,161.165767,133.9906833,180.7946504,196.76508
01-09-2013,185.0344204,162.7021299,165.8325993,168.1280319,144.643624,159.5401008,134.4540879,177.6600237,198.0995851
01-10-2013,182.2953117,164.0799096,166.8585975,169.2696469,144.6023721,161.2732083,136.9104496,178.8707162,192.9519538
01-11-2013,179.6243124,163.7451756,165.5313338,167.9512933,143.1928602,161.9410103,139.8040921,177.9307674,188.9141582
01-12-2013,184.2121905,166.9487336,170.1736942,172.3741377,149.8615565,163.6912606,142.3130772,179.1329746,194.3119117
01-01-2014,180.0343512,164.7476222,168.6560978,170.5371163,151.2925506,160.7997432,139.1955511,176.404706,188.9776179
01-02-2014,183.1831228,166.572833,174.4245288,174.9684137,169.4039659,158.6419805,140.2093673,171.9560743,192.9007186
01-03-2014,183.0610994,169.7692821,182.9500041,182.9467978,182.9796013,156.4556788,144.6463826,164.9856728,190.8372736
01-04-2014,184.610653,171.7002097,184.7853495,184.8080724,184.575596,158.4831524,143.2646934,169.4756248,192.1637102
01-05-2014,184.267474,168.7208006,182.2294761,182.4716197,179.9942656,155.0759377,142.0012809,164.5199165,193.3628173
01-06-2014,185.1597804,164.5744781,176.1845955,175.9525499,178.326592,152.8473135,140.3875649,161.8471368,197.2028964
01-07-2014,181.2780857,165.0090475,173.3340415,172.5846039,180.2520462,156.6001252,139.7698621,168.7568227,190.7960374
01-08-2014,175.2130901,162.0115675,168.8564656,167.0316559,185.7011542,155.0976627,136.9450869,168.2094823,182.9364388
01-09-2014,168.4349663,155.8991452,160.7830879,158.2861116,183.8324981,150.9659652,136.4219692,161.471265,175.7688565
01-10-2014,157.5304331,153.8199467,159.4652258,156.3974357,187.7837781,148.1177549,136.021406,156.8550903,159.7011963
01-11-2014,148.4066876,153.6715356,159.963698,158.0389996,177.7304527,147.3159389,134.7103524,156.4211027,145.3265689
01-12-2014,130.8708069,150.7511026,159.772007,158.1906663,174.3692512,141.6392541,131.8706634,148.6952224,119.2401443
01-01-2015,114.8035617,145.6846836,155.1615429,153.267236,172.6477553,136.1122835,130.2825844,140.323144,96.73703401
01-02-2015,120.8807239,142.3880506,150.1907152,147.6823863,173.3449208,134.5067235,130.6528845,137.2903968,108.2981916
01-03-2015,117.0665933,139.1229336,146.4198769,144.3917602,165.1412782,131.7524262,127.8100841,134.6000264,104.1628691
01-04-2015,119.5678699,138.1758698,145.3953994,143.2535569,165.166595,130.8835566,126.8536409,133.7944123,108.6815445
01-05-2015,124.8403124,139.5214072,145.1332251,142.5315055,169.1495142,133.8530138,125.9341864,139.5728761,116.2513627
01-06-2015,122.8825737,138.1404655,146.4305193,143.1262049,176.9324109,129.7668356,125.0557259,133.1697257,113.9561777
01-07-2015,114.7888686,135.3474402,149.4767137,146.2331185,179.41811,121.0757226,118.0706957,123.246289,102.761391
01-08-2015,104.2354895,130.1735108,144.1961466,140.8263085,175.3028826,116.0095059,111.5947029,119.1983703,89.06084729
01-09-2015,103.4755627,127.7665173,138.3269836,134.5769581,172.9432024,117.0995858,112.2837988,120.5780856,89.26451151
01-10-2015,103.4669163,126.907455,137.8522159,133.8991407,174.3427717,115.8523546,112.9245081,117.9671727,89.75338797
01-11-2015,97.46766846,122.0404274,134.6544835,130.3716122,174.1893638,109.2992029,109.512921,109.1448318,83.09175203
01-12-2015,90.73479199,121.6694447,136.3043585,132.3867005,172.467981,106.8869892,109.4226385,105.0554598,72.63694701
01-01-2016,83.15094674,121.2956268,136.615213,134.1868704,159.0310709,105.8215965,108.7553243,103.7025303,60.83498561
01-02-2016,84.83481154,123.0064525,136.9954341,134.9156165,156.1940827,108.8764412,108.8557168,108.8914107,62.50307734
